,city,state,country,lat,lng,localtime,tz_id,last_updated,temp_c,condition,wind_mph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,vis_km,uv,gust_mph
177,Mumbai,Maharashtra,India,18.98,72.83,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,26.0,"['Moderate rain at times', 1186, '//cdn.weatherapi.com/weather/64x64/day/299.png']",11.9,290,WNW,1006.0,29.71,1.4,0.06,100,100,29.2,1.5,6.0,27.3
178,Noida,Uttar Pradesh,India,28.57,77.32,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,32.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",9.4,110,ESE,1007.0,29.74,0.0,0.0,75,75,34.9,3.5,8.0,16.8
179,Gudivada,Andhra Pradesh,India,16.45,80.98,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,28.0,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",5.6,230,SW,1003.0,29.62,0.0,0.0,84,100,29.4,6.0,7.0,17.9
180,Gulbarga,Karnataka,India,17.33,76.83,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,23.5,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",16.6,262,W,1007.0,29.74,0.1,0.0,85,86,25.6,10.0,5.0,21.5
181,Guna,Madhya Pradesh,India,24.65,77.32,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,33.7,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",12.1,77,ENE,1003.0,29.61,0.0,0.0,51,45,38.7,10.0,8.0,13.9
182,Guntakal,Andhra Pradesh,India,15.17,77.38,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,26.1,"['Cloudy', 1006, '//cdn.weatherapi.com/weather/64x64/day/119.png']",21.3,272,W,1008.0,29.78,0.0,0.0,67,76,27.7,10.0,6.0,25.7
183,Guntur,Andhra Pradesh,India,16.3,80.45,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,28.0,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",5.6,230,SW,1003.0,29.62,0.0,0.0,84,100,29.0,6.0,7.0,18.8
184,Gurgaon,Haryana,India,28.47,77.03,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,32.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",9.4,110,ESE,1007.0,29.74,0.0,0.0,75,75,33.8,3.5,9.0,17.4
185,Guwahati,Assam,India,26.18,91.73,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,33.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",5.6,350,N,1008.0,29.77,1.2,0.05,80,50,54.4,5.0,6.0,3.1
186,Gwalior,Madhya Pradesh,India,26.22,78.18,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,36.9,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",13.2,111,ESE,1003.0,29.6,0.0,0.0,43,21,42.9,10.0,9.0,15.2
187,Habra,West Bengal,India,22.83,88.63,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,32.0,"['Moderate or heavy rain with thunder', 1276, '//cdn.weatherapi.com/weather/64x64/day/389.png']",10.5,90,E,1005.0,29.68,0.1,0.0,75,75,39.3,2.8,7.0,17.4
188,Hajipur,Bihar,India,25.68,85.22,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,33.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",9.4,100,E,1005.0,29.68,0.0,0.0,71,50,38.6,4.0,7.0,21.3
189,Haldia,West Bengal,India,22.03,88.06,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,30.5,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",15.4,144,SE,1005.0,29.67,1.2,0.05,77,99,38.0,10.0,7.0,30.0
190,Haldwani,Uttarakhand,India,29.22,79.52,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,25.0,"['Cloudy', 1006, '//cdn.weatherapi.com/weather/64x64/night/119.png']",7.4,56,ENE,1005.0,29.69,0.0,0.0,90,69,27.8,10.0,1.0,13.9
191,Halisahar,West Bengal,India,22.95,88.42,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,32.0,"['Moderate or heavy rain with thunder', 1276, '//cdn.weatherapi.com/weather/64x64/day/389.png']",10.5,90,E,1005.0,29.68,0.1,0.0,75,75,38.2,2.8,7.0,17.4
192,Hanumangarh,Rajasthan,India,29.58,74.32,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,36.5,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",3.6,172,S,1002.0,29.6,0.6,0.02,43,78,42.1,9.0,8.0,5.8
193,Haora,West Bengal,India,22.59,88.31,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,32.0,"['Moderate or heavy rain with thunder', 1276, '//cdn.weatherapi.com/weather/64x64/day/389.png']",10.5,90,E,1005.0,29.68,0.3,0.01,75,75,39.3,2.8,7.0,19.2
194,Hapur,Uttar Pradesh,India,28.72,77.78,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,32.7,"['Cloudy', 1006, '//cdn.weatherapi.com/weather/64x64/day/119.png']",16.3,111,ESE,1005.0,29.67,0.0,0.0,64,69,39.9,10.0,7.0,18.8
195,Hardoi,Uttar Pradesh,India,27.12,80.15,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,35.7,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",16.1,100,E,1004.0,29.65,0.1,0.0,48,87,42.0,10.0,8.0,19.0
196,Hardwar,Uttarakhand,India,29.97,78.17,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,27.5,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",3.6,69,ENE,1007.0,29.74,1.8,0.07,86,99,32.1,10.0,6.0,4.9
197,Hassan,Karnataka,India,13.0,76.1,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,23.2,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",22.4,262,W,1012.0,29.89,0.0,0.0,72,60,25.1,10.0,6.0,25.7
198,Hathras,Uttar Pradesh,India,27.6,78.05,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,37.0,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",14.1,123,ESE,1003.0,29.62,0.0,0.0,43,29,43.3,10.0,9.0,16.1
199,Hazaribag,Jharkhand,India,23.98,85.35,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,25.2,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/night/176.png']",8.3,109,ESE,1004.0,29.64,0.6,0.02,88,74,27.9,9.0,1.0,11.6
200,Hindaun,Rajasthan,India,26.72,77.02,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,37.4,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",11.6,109,ESE,1002.0,29.6,0.0,0.0,42,24,43.6,10.0,9.0,13.4
201,Hindupur,Andhra Pradesh,India,13.83,77.49,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,25.7,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",23.0,268,W,1010.0,29.83,0.0,0.0,64,59,27.1,10.0,7.0,26.4
202,Hinganghat,Maharashtra,India,20.57,78.83,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,27.1,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",5.6,259,W,1001.0,29.57,1.3,0.05,85,100,31.2,10.0,6.0,11.0
203,Hisar,Haryana,India,29.17,75.72,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,36.8,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",15.0,112,ESE,1003.0,29.61,0.2,0.01,45,77,43.5,9.0,8.0,19.9
204,Hoshangabad,Madhya Pradesh,India,22.75,77.72,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,31.8,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",10.1,68,ENE,1002.0,29.57,0.3,0.01,67,90,38.7,10.0,7.0,13.9
205,Hoshiarpur,Punjab,India,31.53,75.92,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,29.0,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",10.1,134,SE,1005.0,29.69,0.9,0.04,78,70,34.2,10.0,6.0,17.2
206,Hospet,Karnataka,India,15.27,76.4,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,25.3,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",23.7,261,W,1009.0,29.8,0.0,0.0,74,90,27.1,10.0,6.0,27.3
207,Hosur,Tamil Nadu,India,12.72,77.82,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,26.0,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",13.6,250,WSW,1013.0,29.91,0.0,0.0,84,75,27.2,8.0,5.0,27.1
208,Dharwad,Karnataka,India,15.47,75.02,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,23.3,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",19.7,258,WSW,1010.0,29.82,0.1,0.0,79,92,25.3,10.0,5.0,23.9
209,Hugli,,Bangladesh,22.85,91.02,2023-07-22 10:56,Asia/Dhaka,2023-07-22 10:45,30.2,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",15.2,147,SSE,1008.0,29.77,0.0,0.0,72,48,35.9,10.0,8.0,17.4
210,Ichalkaranji,Maharashtra,India,16.7,74.47,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,23.0,"['Light rain', 1183, '//cdn.weatherapi.com/weather/64x64/day/296.png']",12.5,250,WSW,1010.0,29.83,0.0,0.0,94,100,25.1,7.0,5.0,20.4
211,Imphal,Manipur,India,24.82,93.95,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,28.4,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",2.5,143,SE,1010.0,29.81,0.3,0.01,74,72,32.2,9.0,6.0,3.6
212,Indore,Madhya Pradesh,India,22.72,75.83,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,27.0,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",4.3,10,N,1006.0,29.71,0.5,0.02,84,50,30.5,7.0,6.0,19.7
213,Jabalpur,Madhya Pradesh,India,23.17,79.95,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,30.0,"['Light rain', 1183, '//cdn.weatherapi.com/weather/64x64/day/296.png']",10.5,80,E,1004.0,29.65,0.2,0.01,79,75,34.3,5.0,7.0,14.8
214,Jagadhri,Haryana,India,30.17,77.3,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,27.2,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",8.9,85,E,1007.0,29.72,0.4,0.02,85,84,31.3,10.0,6.0,13.0
215,Jagdalpur,Chhattisgarh,India,19.07,82.03,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,23.1,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",7.4,189,S,1005.0,29.68,0.1,0.0,95,100,25.5,2.0,5.0,9.6
216,Jaipur,Rajasthan,India,26.92,75.82,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,31.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/night/143.png']",9.4,90,E,1007.0,29.74,0.0,0.0,84,75,34.0,3.0,1.0,5.6
217,Jalandhar,Punjab,India,31.33,75.58,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,29.5,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",11.0,135,SE,1005.0,29.67,1.0,0.04,77,72,35.3,10.0,6.0,19.5
218,Jalgaon,Maharashtra,India,21.05,76.53,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,23.6,"['Moderate or heavy rain shower', 1243, '//cdn.weatherapi.com/weather/64x64/day/356.png']",17.9,291,WNW,1002.0,29.59,4.2,0.17,97,100,26.2,7.0,5.0,27.1
219,Jalna,Maharashtra,India,19.83,75.88,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,22.6,"['Light rain', 1183, '//cdn.weatherapi.com/weather/64x64/day/296.png']",19.2,277,W,1004.0,29.65,2.1,0.08,93,100,25.0,9.0,5.0,25.3
220,Jalpaiguri,West Bengal,India,26.52,88.73,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,29.4,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",8.3,84,E,1008.0,29.78,0.3,0.01,75,57,34.7,10.0,6.0,11.4
221,Jamalpur,,Bangladesh,24.92,89.93,2023-07-22 10:56,Asia/Dhaka,2023-07-22 10:45,31.5,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",12.3,121,ESE,1008.0,29.77,0.0,0.0,67,96,38.0,10.0,7.0,14.1
222,Jammu,Jammu and Kashmir,India,32.73,74.87,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,29.3,"['Moderate or heavy rain shower', 1243, '//cdn.weatherapi.com/weather/64x64/day/356.png']",7.2,103,ESE,1005.0,29.68,3.5,0.14,73,75,34.0,7.0,6.0,13.6
223,Jamnagar,Gujarat,India,22.47,70.07,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,30.1,"['Cloudy', 1006, '//cdn.weatherapi.com/weather/64x64/day/119.png']",15.0,268,W,1004.0,29.66,0.0,0.0,73,72,35.8,10.0,7.0,17.4
224,Jamshedpur,Jharkhand,India,22.8,86.18,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,30.0,"['Light rain', 1183, '//cdn.weatherapi.com/weather/64x64/day/296.png']",10.5,120,ESE,1005.0,29.68,0.2,0.01,79,75,33.9,3.5,7.0,20.4
225,Jamuria,West Bengal,India,23.7,87.08,2023-07-22 10:26,Asia/Kolkata,2023-07-22 10:15,32.3,"['Thundery outbreaks possible', 1087, '//cdn.weatherapi.com/weather/64x64/day/200.png']",15.2,104,ESE,1005.0,29.68,0.1,0.0,64,72,39.0,9.0,7.0,18.8
226,Jaunpur,Uttar Pradesh,India,25.73,82.68,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,34.4,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",17.2,98,E,1004.0,29.64,0.2,0.01,52,100,40.4,10.0,7.0,22.4
227,Jehanabad,Kerman,Iran,28.89,58.9,2023-07-22 8:27,Asia/Tehran,2023-07-22 08:15,36.3,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",20.1,343,NNW,1004.0,29.66,0.0,0.0,11,0,34.8,10.0,9.0,23.0
228,Jetpur,Gujarat,India,21.73,70.62,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,29.4,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",11.2,274,W,1005.0,29.67,0.0,0.0,74,90,34.5,10.0,6.0,13.0
229,Jhansi,Uttar Pradesh,India,25.43,78.58,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,35.8,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",14.5,88,E,1002.0,29.6,0.0,0.0,45,12,41.3,10.0,9.0,16.8
230,Jhunjhunun,Rajasthan,India,28.13,75.4,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,33.5,"['Clear', 1000, '//cdn.weatherapi.com/weather/64x64/night/113.png']",4.7,215,SW,1000.0,29.54,0.0,0.0,53,24,38.6,10.0,1.0,8.5
231,Jind,Haryana,India,29.32,76.32,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,34.1,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",15.0,105,ESE,1004.0,29.65,0.0,0.0,56,28,41.0,10.0,8.0,17.2
232,Jodhpur,Rajasthan,India,26.29,73.03,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,33.5,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",5.1,237,WSW,1003.0,29.62,0.0,0.0,58,18,40.3,10.0,8.0,5.8
233,Junagadh,Gujarat,India,21.52,70.47,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,29.3,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",8.5,279,W,1005.0,29.67,0.0,0.0,75,100,34.3,10.0,6.0,10.1
234,Kadapa,Andhra Pradesh,India,14.47,78.82,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,28.0,"['Light rain', 1183, '//cdn.weatherapi.com/weather/64x64/day/296.png']",12.5,270,W,1006.0,29.71,0.0,0.0,70,75,28.6,6.0,8.0,28.9
235,Kaithal,Haryana,India,29.8,76.38,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,30.5,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",17.4,111,ESE,1005.0,29.66,0.3,0.01,71,71,36.4,9.0,7.0,20.6
236,Kakinada,Andhra Pradesh,India,16.93,82.22,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,30.7,"['Cloudy', 1006, '//cdn.weatherapi.com/weather/64x64/day/119.png']",12.5,267,W,1005.0,29.67,0.0,0.0,61,79,34.6,10.0,7.0,14.3
237,Kalol,Gujarat,India,23.25,72.48,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,29.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",6.9,270,W,1002.0,29.59,0.8,0.03,89,100,33.7,3.0,7.0,16.3
238,Kalyani,West Bengal,India,22.98,88.48,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,32.0,"['Moderate or heavy rain with thunder', 1276, '//cdn.weatherapi.com/weather/64x64/day/389.png']",10.5,90,E,1005.0,29.68,0.1,0.0,75,75,38.2,2.8,7.0,17.4
239,Kamarhati,West Bengal,India,22.67,88.37,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,32.0,"['Moderate or heavy rain with thunder', 1276, '//cdn.weatherapi.com/weather/64x64/day/389.png']",10.5,90,E,1005.0,29.68,0.1,0.0,75,75,39.1,2.8,7.0,17.9
240,Kancheepuram,Tamil Nadu,India,12.83,79.72,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,32.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",15.0,240,WSW,1006.0,29.71,0.0,0.0,63,75,33.0,5.0,8.0,23.5
241,Kanchrapara,West Bengal,India,22.97,88.43,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,32.0,"['Moderate or heavy rain with thunder', 1276, '//cdn.weatherapi.com/weather/64x64/day/389.png']",10.5,90,E,1005.0,29.68,0.1,0.0,75,75,38.2,2.8,7.0,17.4
242,Kanpur,Uttar Pradesh,India,26.47,80.35,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,35.5,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",16.1,92,E,1004.0,29.63,0.0,0.0,49,37,42.0,10.0,9.0,18.6
243,Kanpur,Punjab,Pakistan,32.58,74.62,2023-07-22 9:57,Asia/Karachi,2023-07-22 09:45,28.9,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",11.0,67,ENE,1005.0,29.66,1.4,0.06,72,79,33.0,10.0,6.0,21.0
244,Karaikkudi,Tamil Nadu,India,10.07,78.78,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,32.7,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",4.9,236,WSW,1009.0,29.81,0.0,0.0,41,29,34.2,10.0,8.0,5.6
245,Nagar,,Bangladesh,22.93,90.17,2023-07-22 10:57,Asia/Dhaka,2023-07-22 10:45,30.8,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",15.9,134,SE,1007.0,29.74,0.0,0.0,75,98,38.3,10.0,7.0,18.8
246,Karimnagar,Andhra Pradesh,India,18.43,79.15,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,24.9,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",16.3,253,WSW,1004.0,29.66,0.0,0.0,84,100,27.2,10.0,5.0,21.3
247,Karnal,Haryana,India,29.68,76.98,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,30.0,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",12.5,105,ESE,1006.0,29.7,0.0,0.0,73,98,35.6,10.0,7.0,14.3
248,Kasganj,Uttar Pradesh,India,27.82,78.65,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,36.4,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",14.1,114,ESE,1004.0,29.64,0.0,0.0,45,34,42.7,10.0,9.0,16.1
249,Kashipur,Uttarakhand,India,29.22,78.95,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,27.0,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",13.6,78,ENE,1007.0,29.72,1.5,0.06,85,55,30.9,10.0,6.0,20.4
250,Katihar,Bihar,India,25.53,87.58,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,32.7,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",14.8,100,E,1007.0,29.72,0.5,0.02,63,82,39.9,10.0,7.0,22.6
251,Khammam,Andhra Pradesh,India,17.25,80.15,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,25.6,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/night/116.png']",12.1,259,W,1003.0,29.6,0.0,0.0,79,60,27.9,10.0,1.0,18.6
252,Khandwa,Madhya Pradesh,India,21.83,76.33,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,26.2,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",16.3,295,WNW,1003.0,29.61,0.9,0.04,91,100,30.0,10.0,6.0,28.6
253,Khanna,Punjab,India,30.7,76.22,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,31.7,"['Clear', 1000, '//cdn.weatherapi.com/weather/64x64/night/113.png']",7.6,113,ESE,1001.0,29.56,0.0,0.0,65,24,37.7,10.0,1.0,13.0
254,Kharagpur,West Bengal,India,22.33,87.33,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,30.7,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",13.6,129,SE,1005.0,29.66,1.6,0.06,75,100,37.8,10.0,7.0,28.2
255,Khardaha,West Bengal,India,22.72,88.38,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,32.0,"['Moderate or heavy rain with thunder', 1276, '//cdn.weatherapi.com/weather/64x64/day/389.png']",10.5,90,E,1005.0,29.68,0.1,0.0,75,75,38.9,2.8,7.0,17.0
256,Khargone,Madhya Pradesh,India,21.82,75.6,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,23.6,"['Moderate or heavy rain shower', 1243, '//cdn.weatherapi.com/weather/64x64/day/356.png']",6.7,284,WNW,1004.0,29.66,3.0,0.12,98,100,26.2,7.0,5.0,12.1
257,Khora,Peloponnese,Greece,37.05,21.72,2023-07-22 7:57,Europe/Athens,2023-07-22 07:45,23.0,"['Sunny', 1000, '//cdn.weatherapi.com/weather/64x64/day/113.png']",2.2,10,N,1013.0,29.91,0.0,0.0,53,0,24.7,10.0,7.0,18.3
258,Khurja,Uttar Pradesh,India,28.25,77.85,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,35.1,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",15.4,116,ESE,1004.0,29.65,0.0,0.0,52,58,42.1,10.0,9.0,17.7
259,Kirari,Bujumbura,Burundi,-3.39,29.54,2023-07-22 6:57,Africa/Bujumbura,2023-07-22 06:45,18.0,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",3.8,330,NNW,1020.0,30.12,0.0,0.0,77,25,18.0,6.0,1.0,6.5
260,Kishanganj,West Bengal,India,26.12,87.93,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,31.7,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",14.3,95,E,1007.0,29.74,0.7,0.03,68,63,38.6,10.0,7.0,23.9
261,Kishangarh,Rajasthan,India,27.82,76.72,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,33.8,"['Cloudy', 1006, '//cdn.weatherapi.com/weather/64x64/day/119.png']",8.3,127,SE,1003.0,29.62,0.0,0.0,51,63,38.8,10.0,7.0,11.9
262,Kochi,Kerala,India,9.97,76.23,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,30.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",15.0,270,W,1011.0,29.85,0.7,0.03,75,75,36.8,3.5,6.0,18.3
263,Kolar,Karnataka,India,13.13,78.13,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,24.0,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",18.6,270,W,1013.0,29.91,0.0,0.0,74,50,25.3,6.0,7.0,28.9
264,Kolhapur,Maharashtra,India,16.7,74.22,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,23.0,"['Light rain', 1183, '//cdn.weatherapi.com/weather/64x64/day/296.png']",12.5,250,WSW,1010.0,29.83,0.0,0.0,94,100,25.2,7.0,5.0,16.6
265,Kolkata,West Bengal,India,22.57,88.37,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,32.0,"['Moderate or heavy rain with thunder', 1276, '//cdn.weatherapi.com/weather/64x64/day/389.png']",10.5,90,E,1005.0,29.68,0.3,0.01,75,75,39.7,2.8,7.0,19.2
266,Kollam,Kerala,India,8.88,76.59,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,27.9,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",11.2,305,NW,1013.0,29.91,0.2,0.01,79,85,31.9,9.0,6.0,15.2
267,Korba,Chhattisgarh,India,22.35,82.68,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,30.3,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",7.8,121,ESE,1003.0,29.62,0.6,0.02,70,75,35.8,10.0,7.0,12.8
268,Kota Bharu,Kelantan,Malaysia,6.13,102.25,2023-07-22 12:57,Asia/Kuala_Lumpur,2023-07-22 12:45,31.0,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",2.2,190,S,1011.0,29.85,0.0,0.0,79,50,38.7,10.0,7.0,4.0
269,Kozhikode,Kerala,India,11.25,75.77,2023-07-22 10:27,Asia/Kolkata,2023-07-22 10:15,25.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",13.6,260,W,1012.0,29.88,1.3,0.05,83,75,27.3,5.0,6.0,22.8
